TreeID,species_id,species_code,Species,DBH,dbh_height,Longitude,Latitude,Land Use
134,4824,QUAL,White oak (Quercus alba),9.5,4.5,-91.65769044933867,41.98717024174073,Institutional
135,4839,QUBI,Swamp white oak (Quercus bicolor),2.5,4.5,-91.65765936969132,41.98710282292334,Institutional
136,15400,GYDI1,Kentucky Coffee tree (Gymnocladus dioica),0.8,4.5,-91.65758793978506,41.98704295400747,Institutional
137,4839,QUBI,Swamp white oak (Quercus bicolor),26.3,4.5,-91.65752835888635,41.98693000551766,Institutional
138,5909,ULPU,Siberian elm (Ulmus pumila),3.5,4.5,-91.6575296985056,41.98677924823286,Institutional
139,1678,ACRU,Red maple (Acer rubrum),12.3,4.5,-91.65745998178942,41.98709062042695,Institutional
140,4952,QUPA,Pin oak (Quercus palustris),31,4.5,-91.65756684505214,41.98719122612732,Institutional
141,5909,ULPU,Siberian elm (Ulmus pumila),0.8,4.5,-91.65767839383078,41.98728392005409,Institutional
142,4824,QUAL,White oak (Quercus alba),35.7,4.5,-91.65760334808779,41.98738722381252,Institutional
143,2302,CEOC,Northern hackberry (Celtis occidentalis),20.6,4.5,-91.65752349545255,41.98735243352154,Institutional
144,5909,ULPU,Siberian elm (Ulmus pumila),2.7,4.5,-91.65743701473257,41.98720101511597,Institutional
145,5001,QUVE,Black oak (Quercus velutina),7.6,4.5,-91.65721202836146,41.98720975794299,Institutional
146,3452,GIBI,Ginkgo (Ginkgo biloba),1,4.5,-91.65712094019204,41.98725222965622,Institutional
148,4970,QURU,Northern red oak (Quercus rubra),41.2,4.5,-91.65734108857153,41.98728438266227,Institutional
149,14714,BEPEP,European silver birch (Betula pendula ssp. pendula),5,4.5,-91.65737088915695,41.98736503929292,Institutional
150,4970,QURU,Northern red oak (Quercus rubra),35.5,4.5,-91.65733498648132,41.98747648357082,Institutional
151,3394,FRPE,Green ash (Fraxinus pennsylvanica),32.2,4.5,-91.65833059511074,41.98682781107961,Institutional
152,5903,ULAM,American elm (Ulmus americana),25.6,4.5,-91.6584332019969,41.98690382834284,Institutional
153,4839,QUBI,Swamp white oak (Quercus bicolor),2.1,4.5,-91.65862922239454,41.9867913565611,Institutional
154,1680,ACSA2,Sugar maple (Acer saccharum),2.1,4.5,-91.65864500883117,41.98668819364583,Institutional
155,5903,ULAM,American elm (Ulmus americana),2.6,4.5,-91.65841056624728,41.98665703630507,Institutional
156,1673,ACNI,Black maple (Acer nigrum),27.2,4.5,-91.65851494975715,41.98655428935026,Institutional
157,3452,GIBI,Ginkgo (Ginkgo biloba),31.1,4.5,-91.65856965987366,41.98647694649181,Institutional
158,1683,ACFR,Freeman maple (Acer x freemanii),7.6,4.5,-91.65911687492923,41.9867651219989,Institutional
159,1683,ACFR,Freeman maple (Acer x freemanii),6.6,4.5,-91.65910997092392,41.98681457890521,Institutional
160,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),26.6,4.5,-91.65804285943324,41.98745269787279,Institutional
161,1680,ACSA2,Sugar maple (Acer saccharum),2.4,4.5,-91.65792229435297,41.98759366101719,Institutional
162,1676,ACPL,Norway maple (Acer platanoides),19.4,4.5,-91.65776716784967,41.98767526935033,Institutional
163,3394,FRPE,Green ash (Fraxinus pennsylvanica),23.3,4.5,-91.65755341677315,41.9877710354764,Institutional
164,3452,GIBI,Ginkgo (Ginkgo biloba),1.4,4.5,-91.65755823019096,41.98788256918591,Institutional
165,4970,QURU,Northern red oak (Quercus rubra),2.1,4.5,-91.65784534406102,41.98777518198354,Institutional
166,1676,ACPL,Norway maple (Acer platanoides),17.8,4.5,-91.65794301780856,41.98773522033401,Institutional
167,1676,ACPL,Norway maple (Acer platanoides),16.5,4.5,-91.65803796317616,41.98768753385873,Institutional
168,2733,CRPH,Washington hawthorn (Crataegus phaenopyrum),11.9,4.5,-91.65829077522983,41.98751973525356,Institutional
169,2733,CRPH,Washington hawthorn (Crataegus phaenopyrum),7.8,4.5,-91.65850083718723,41.98740179702058,Institutional
170,2733,CRPH,Washington hawthorn (Crataegus phaenopyrum),7.4,4.5,-91.65849818784154,41.98733071612258,Institutional
171,5001,QUVE,Black oak (Quercus velutina),32.6,4.5,-91.65855939247082,41.9873449029152,Institutional
172,2572,CODR,Roughleaf dogwood (Cornus drummondii),12.3,4.5,-91.65867288250584,41.98740026631905,Institutional
173,15400,GYDI1,Kentucky Coffee tree (Gymnocladus dioica),1.1,4.5,-91.65887237024899,41.9874496207186,Institutional
174,3394,FRPE,Green ash (Fraxinus pennsylvanica),23.3,4.5,-91.65895891810041,41.98765414564393,Institutional
175,1683,ACFR,Freeman maple (Acer x freemanii),7.6,4.5,-91.65877074798343,41.98792271266116,Institutional
176,1028,PO,cottonwood spp (Populus),17.9,4.5,-91.65863400707298,41.98794894392129,Institutional
177,2733,CRPH,Washington hawthorn (Crataegus phaenopyrum),6.8,4.5,-91.65848936152089,41.98789338357906,Institutional
179,3394,FRPE,Green ash (Fraxinus pennsylvanica),40.1,4.5,-91.65839608262027,41.9878717120004,Institutional
180,4498,PISY,Scots pine (Pinus sylvestris),15.7,4.5,-91.6583427146697,41.98784066623902,Institutional
181,1678,ACRU,Red maple (Acer rubrum),2.5,4.5,-91.65827227455725,41.98777329504187,Institutional
182,2572,CODR,Roughleaf dogwood (Cornus drummondii),7.9,4.5,-91.65821724124444,41.98772089068215,Institutional
183,2572,CODR,Roughleaf dogwood (Cornus drummondii),18.4,4.5,-91.6582416955494,41.98763867027388,Institutional
184,2733,CRPH,Washington hawthorn (Crataegus phaenopyrum),3.1,4.5,-91.65796510912988,41.98586351940517,Institutional
185,5903,ULAM,American elm (Ulmus americana),2.9,4.5,-91.65883426861433,41.98805532984429,Institutional
186,3378,FRAM,White ash (Fraxinus americana),18.7,4.5,-91.65891427341153,41.98793567024637,Institutional
187,2302,CEOC,Northern hackberry (Celtis occidentalis),20.2,4.5,-91.65909095977942,41.98789068362466,Institutional
188,1683,ACFR,Freeman maple (Acer x freemanii),7.5,4.5,-91.65921022307444,41.98791661847356,Institutional
189,2572,CODR,Roughleaf dogwood (Cornus drummondii),0.6,4.5,-91.65911010106224,41.98779944907739,Institutional
190,2572,CODR,Roughleaf dogwood (Cornus drummondii),0.6,4.5,-91.65907983947191,41.98779813873465,Institutional
191,2572,CODR,Roughleaf dogwood (Cornus drummondii),0.5,4.5,-91.65909480479222,41.98777643838713,Institutional
192,4839,QUBI,Swamp white oak (Quercus bicolor),2.9,4.5,-91.65892238688572,41.98812241318832,Institutional
193,1680,ACSA2,Sugar maple (Acer saccharum),2.2,4.5,-91.65907140109759,41.98822094144253,Institutional
195,1709,AEGL,Ohio buckeye (Aesculus glabra),9.1,4.5,-91.65929243897797,41.98812613047898,Institutional
196,4839,QUBI,Swamp white oak (Quercus bicolor),21.7,4.5,-91.65942272724476,41.98812717997639,Institutional
197,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),19.3,4.5,-91.65961456111252,41.98804792770766,Institutional
198,4839,QUBI,Swamp white oak (Quercus bicolor),5.6,4.5,-91.65927358886739,41.98826488910403,Institutional
199,4839,QUBI,Swamp white oak (Quercus bicolor),26.2,4.5,-91.65944374111517,41.98822673107706,Institutional
200,3378,FRAM,White ash (Fraxinus americana),36.7,4.5,-91.65963448139458,41.98830916755451,Institutional
201,1683,ACFR,Freeman maple (Acer x freemanii),7.1,4.5,-91.65970065214395,41.98844492760823,Institutional
202,2302,CEOC,Northern hackberry (Celtis occidentalis),20.8,4.5,-91.65971078780245,41.98862742265734,Institutional
203,4839,QUBI,Swamp white oak (Quercus bicolor),27.6,4.5,-91.65960071604023,41.98870058096557,Institutional
204,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),24.1,4.5,-91.65947431891519,41.98876758104719,Institutional
205,5001,QUVE,Black oak (Quercus velutina),2.8,4.5,-91.65931603999505,41.98870541355677,Institutional
206,4839,QUBI,Swamp white oak (Quercus bicolor),5.4,4.5,-91.65920398138887,41.98859223155522,Institutional
207,3378,FRAM,White ash (Fraxinus americana),21.6,4.5,-91.65918600573565,41.9884463763262,Institutional
208,15400,GYDI1,Kentucky Coffee tree (Gymnocladus dioica),7.1,4.5,-91.65920186740247,41.98833894939465,Institutional
209,5857,TIAM,American basswood (Tilia americana),2.6,4.5,-91.65940391603284,41.98889954794443,Institutional
210,15400,GYDI1,Kentucky Coffee tree (Gymnocladus dioica),0.6,4.5,-91.65926755305932,41.98878603173102,Institutional
211,4824,QUAL,White oak (Quercus alba),3.3,4.5,-91.65917037020898,41.98868627383462,Institutional
212,15400,GYDI1,Kentucky Coffee tree (Gymnocladus dioica),3.4,4.5,-91.65908057519164,41.98864500263998,Institutional
213,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),22.7,4.5,-91.65894238099503,41.98862795927506,Institutional
214,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),19.4,4.5,-91.65881143230003,41.98866703747262,Institutional
215,15400,GYDI1,Kentucky Coffee tree (Gymnocladus dioica),2.9,4.5,-91.65880583317406,41.98877779164825,Institutional
216,5001,QUVE,Black oak (Quercus velutina),3.1,4.5,-91.65865618553188,41.98886755813029,Institutional
217,4839,QUBI,Swamp white oak (Quercus bicolor),3,4.5,-91.65854671638606,41.98892596892566,Institutional
218,4839,QUBI,Swamp white oak (Quercus bicolor),3.4,4.5,-91.65849821170532,41.98905743657141,Institutional
219,4839,QUBI,Swamp white oak (Quercus bicolor),2.9,4.5,-91.65859427316819,41.98915843990142,Institutional
220,4970,QURU,Northern red oak (Quercus rubra),2.9,4.5,-91.65907459311806,41.98964467852815,Institutional
221,4970,QURU,Northern red oak (Quercus rubra),3.5,4.5,-91.65923595797271,41.98980180126896,Institutional
222,1680,ACSA2,Sugar maple (Acer saccharum),10.7,4.5,-91.65930000115169,41.98985687173241,Institutional
223,15400,GYDI1,Kentucky Coffee tree (Gymnocladus dioica),3.3,4.5,-91.65944348363314,41.98985295866621,Institutional
224,3852,LITU,Tulip tree (Liriodendron tulipifera),0.5,4.5,-91.65955683926873,41.98996800455406,Institutional
225,4839,QUBI,Swamp white oak (Quercus bicolor),2,4.5,-91.65963272481136,41.98993737378748,Institutional
226,15400,GYDI1,Kentucky Coffee tree (Gymnocladus dioica),2.6,4.5,-91.65972173841926,41.98988771237492,Institutional
227,4839,QUBI,Swamp white oak (Quercus bicolor),3.9,4.5,-91.65982092482682,41.98982652356759,Institutional
229,4498,PISY,Scots pine (Pinus sylvestris),23.8,4.5,-91.65985935891952,41.99013704744329,Institutional
230,3378,FRAM,White ash (Fraxinus americana),21.4,4.5,-91.657646279430793,41.98809662002753,Institutional
231,3394,FRPE,Green ash (Fraxinus pennsylvanica),19.9,4.5,-91.6577647243877,41.98808846339775,Institutional
232,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),27.3,4.5,-91.65763816233299,41.98818830198365,Institutional
233,4498,PISY,Scots pine (Pinus sylvestris),22.1,4.5,-91.6577890707555,41.98816295477096,Institutional
234,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),25.6,4.5,-91.65788824255212,41.98843489793836,Institutional
235,2733,CRPH,Washington hawthorn (Crataegus phaenopyrum),1,4.5,-91.65808236955569,41.98855190517828,Institutional
236,2733,CRPH,Washington hawthorn (Crataegus phaenopyrum),1.1,4.5,-91.65811597532827,41.98858613000795,Institutional
237,2733,CRPH,Washington hawthorn (Crataegus phaenopyrum),1.1,4.5,-91.65814480206778,41.98862134073958,Institutional
238,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),24.1,4.5,-91.65822421680251,41.98877314310845,Institutional
240,4952,QUPA,Pin oak (Quercus palustris),22.2,4.5,-91.65861622847548,41.98859692468287,Institutional
241,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),22.7,4.5,-91.6588932931043,41.98851661360267,Institutional
242,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),23.3,4.5,-91.65865908771538,41.9883187009687,Institutional
247,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),25.8,4.5,-91.65852759333801,41.98813048084901,Institutional
249,3721,JUVI,Eastern red cedar (Juniperus virginiana),2.6,4.5,-91.65842302304372,41.98799915678287,Institutional
250,3721,JUVI,Eastern red cedar (Juniperus virginiana),2.8,4.5,-91.65839292557622,41.98801354532915,Institutional
252,4498,PISY,Scots pine (Pinus sylvestris),17.9,4.5,-91.65826660136767,41.98790520988224,Institutional
253,4498,PISY,Scots pine (Pinus sylvestris),16.3,4.5,-91.65821816686632,41.9878916874212,Institutional
254,4498,PISY,Scots pine (Pinus sylvestris),19.2,4.5,-91.6581601258983,41.9878977902261,Institutional
255,3961,MAST,Star magnolia (Magnolia stellata),5.4,4.5,-91.65809824181873,41.98793434404654,Institutional
256,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),26.9,4.5,-91.65806053328785,41.98798714747969,Institutional
257,4970,QURU,Northern red oak (Quercus rubra),1.3,4.5,-91.65817512323332,41.98751659297817,Institutional
258,5001,QUVE,Black oak (Quercus velutina),32.2,4.5,-91.65879559200876,41.98718376987634,Institutional
259,4498,PISY,Scots pine (Pinus sylvestris),15.2,4.5,-91.65896273155668,41.98724726237807,Institutional
260,4498,PISY,Scots pine (Pinus sylvestris),16.5,4.5,-91.65891687292405,41.98721587883732,Institutional
261,4498,PISY,Scots pine (Pinus sylvestris),13.3,4.5,-91.65891690678679,41.98718614711836,Institutional
